sample,task,student,transcript,recording_path,filtered,subtask_name,task_name,len_seconds,garbage_count,non_final_garbage_count,stutter_count,asterisk_count,filler_count,filtered_transcript,content_transcript,filtered_transcript_no_garbage,num_content_tokens,num_content_types,TTR,cefr,task_completion,keep,cefr_bin,subtask_test_train,task_test_train,task_wer_no_garb,task_cer_no_garb,task_prediction,subtask_wer_no_garb,subtask_cer_no_garb,subtask_prediction,infitms,infitmz,wer_task_subs,wer_task_dels,wer_task_ins,cer_task_subs,cer_task_dels,cer_task_ins,wer_subtask_subs,wer_subtask_dels,wer_subtask_ins,cer_subtask_subs,cer_subtask_dels,cer_subtask_ins
45,1,45,där är pommes frites och sallad och *steik*,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/joens_zz3/recording.wav,False,5_6,5,9.6595,0,0,0,1,0,där är pommes frites och sallad och steik,där är pommes frites och sallad och *steik*,där är pommes frites och sallad och steik,8,7,0.875,2.14,1.67,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.78,-0.84,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
46,1,46,am jag har här potatis och mat och sås och öö ö ö bär och sallad,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_247/recording.wav,False,5_6,5,20.4335625,0,0,0,0,2,am jag har här potatis och mat och sås och öö ö ö bär och sallad,jag har här potatis och mat och sås och ö ö bär och sallad,am jag har här potatis och mat och sås och öö ö ö bär och sallad,14,10,0.7142857142857143,3.17,2.16,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.97,-0.07,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
47,1,47,jag har köt och potatis och sallad,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_2pw/recording.wav,False,5_6,5,8.1734375,0,0,0,0,0,jag har köt och potatis och sallad,jag har köt och potatis och sallad,jag har köt och potatis och sallad,7,6,0.8571428571428571,3.85,2.95,1,4,eval,test,0.14285714285714285,0.058823529411764705,jag har kett och potatis och sallad,9999.0,9999.0,9999,0.0,-0.18,1,0,0,1,0,1,9999,9999,9999,9999,9999,9999
48,1,48,så här jag har en öö jag har köt och potatis och sallad,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_46m/recording.wav,False,5_6,5,11.517125,0,0,0,0,1,så här jag har en öö jag har köt och potatis och sallad,så här jag har en jag har köt och potatis och sallad,så här jag har en öö jag har köt och potatis och sallad,12,9,0.75,3.85,2.95,1,4,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,-0.18,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
49,1,49,öö jag fick potatis och bär och sallad och köt,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_8bx/recording.wav,False,5_6,5,12.260125,0,0,0,0,1,öö jag fick potatis och bär och sallad och köt,jag fick potatis och bär och sallad och köt,öö jag fick potatis och bär och sallad och köt,9,7,0.7777777777777778,3.17,2.95,1,3,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.01,0.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
50,1,50,jag har ee potatis och sallad och en lite <garbage> på sås,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_8gp/recording.wav,False,5_6,5,17.8329375,1,1,0,0,1,jag har ee potatis och sallad och en lite <garbage> på sås,jag har potatis och sallad och en lite på sås,jag har ee potatis och sallad och en lite på sås,10,9,0.9,3.17,2.16,1,3,test,eval,9999.0,9999.0,9999,0.18181818181818182,0.10416666666666667,jag har öö potatis och sallad och en lite poch sås,1.01,0.1,9999,9999,9999,9999,9999,9999,1,10,0,4,44,0
51,1,51,öö <garbage> kanske bra <garbage> finska mat och det har sallad och potatis,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_bd3/recording.wav,False,5_6,5,27.3066875,2,2,0,0,1,öö <garbage> kanske bra <garbage> finska mat och det har sallad och potatis,kanske bra finska mat och det har sallad och potatis,öö kanske bra finska mat och det har sallad och potatis,10,9,0.9,3.17,1.67,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.01,0.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
52,1,52,mm jag har öö bra <garbage> sallad och <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_ef5/recording.wav,False,5_6,5,16.718375,2,1,0,0,2,mm jag har öö bra <garbage> sallad och <garbage>,jag har bra sallad och,mm jag har öö bra sallad och,5,5,1.0,2.14,1.03,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.78,-0.84,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
53,1,53,mm det är väldig väldig god och jag sallad och,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_ewy/recording.wav,False,5_6,5,17.461375,0,0,0,0,1,mm det är väldig väldig god och jag sallad och,det är väldig väldig god och jag sallad och,mm det är väldig väldig god och jag sallad och,9,7,0.7777777777777778,1.79,1.03,1,1,test,eval,9999.0,9999.0,9999,0.3,0.13043478260869565,mm det är väldigt väldig kot och jag öö sallad och,0.02,0.19,9999,9999,9999,9999,9999,9999,1,9,0,4,42,0
54,1,54,öö jag hade pommes frites en löv stek lite sallad och ketsup,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_f4j/recording.wav,False,5_6,5,10.031,0,0,0,0,1,öö jag hade pommes frites en löv stek lite sallad och ketsup,jag hade pommes frites en löv stek lite sallad och ketsup,öö jag hade pommes frites en löv stek lite sallad och ketsup,11,11,1.0,3.85,2.16,1,4,test,eval,9999.0,9999.0,9999,0.3333333333333333,0.06666666666666667,öö jag hade pommas frites en levstek lyte sallad och ketsup,0.0,-0.18,9999,9999,9999,9999,9999,9999,1,11,0,4,56,0
55,1,55,okej så jag åt öm sallad med tomater och kurkor och *potates* *potatus* och en öö *mit*,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_gp4/recording.wav,False,5_6,5,27.1209375,0,0,0,3,2,okej så jag åt öm sallad med tomater och kurkor och potates potatus och en öö mit,okej så jag åt sallad med tomater och kurkor och *potates* *potatus* och en *mit*,okej så jag åt öm sallad med tomater och kurkor och potates potatus och en öö mit,15,13,0.8666666666666667,2.79,2.16,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,0.43,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
56,1,56,jag hade köt och potatis och sallad det var jätte god och den sås var häftig,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_gqe/recording.wav,False,5_6,5,15.9753125,0,0,0,0,0,jag hade köt och potatis och sallad det var jätte god och den sås var häftig,jag hade köt och potatis och sallad det var jätte god och den sås var häftig,jag hade köt och potatis och sallad det var jätte god och den sås var häftig,16,13,0.8125,3.17,2.95,1,3,test,eval,9999.0,9999.0,9999,0.125,0.039473684210526314,jag hade köt och potatis och sallad det var jätte gott och den sås var heftig,1.01,0.1,9999,9999,9999,9999,9999,9999,1,15,0,4,72,0
57,1,57,jag vill ha potatis och sallad och en <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_jjz/recording.wav,False,5_6,5,14.48925,1,0,0,0,0,jag vill ha potatis och sallad och en <garbage>,jag vill ha potatis och sallad och en,jag vill ha potatis och sallad och en,8,7,0.875,3.17,2.16,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.01,0.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
58,1,58,det är så bra jag tycker tycker maten jag älskar maten det smakar jätte bra,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_jrg/recording.wav,False,5_6,5,15.9753125,0,0,0,0,0,det är så bra jag tycker tycker maten jag älskar maten det smakar jätte bra,det är så bra jag tycker tycker maten jag älskar maten det smakar jätte bra,det är så bra jag tycker tycker maten jag älskar maten det smakar jätte bra,15,10,0.6666666666666666,3.17,1.03,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.01,0.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
59,1,59,den här mat är jätte läcker,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_jz2/recording.wav,False,5_6,5,8.9164375,0,0,0,0,0,den här mat är jätte läcker,den här mat är jätte läcker,den här mat är jätte läcker,6,6,1.0,2.82,1.03,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,-0.28,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
60,1,60,oj jag har här sallad och potatis med ketsup och det ser ut jätte bra jag har också köt här ganska mycket köt och ojdå det ser ut utmärkt,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_kr8/recording.wav,False,5_6,5,29.7215625,0,0,0,0,0,oj jag har här sallad och potatis med ketsup och det ser ut jätte bra jag har också köt här ganska mycket köt och ojdå det ser ut utmärkt,oj jag har här sallad och potatis med ketsup och det ser ut jätte bra jag har också köt här ganska mycket köt och ojdå det ser ut utmärkt,oj jag har här sallad och potatis med ketsup och det ser ut jätte bra jag har också köt här ganska mycket köt och ojdå det ser ut utmärkt,29,20,0.6896551724137931,3.85,2.95,1,4,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,-0.18,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
61,1,61,vau det ser mycket mycket bra ut jag gillar det,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_ppj/recording.wav,False,5_6,5,20.0620625,0,0,0,0,0,vau det ser mycket mycket bra ut jag gillar det,vau det ser mycket mycket bra ut jag gillar det,vau det ser mycket mycket bra ut jag gillar det,10,8,0.8,2.14,1.03,1,2,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.26,1.01,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
62,1,62,okej ja så där är lite sallad med tomat <garbage> och <garbage> potatis frites och en <garbage> lite köt med ketsup och sås,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_qg5/recording.wav,False,5_6,5,29.7215625,3,3,0,0,0,okej ja så där är lite sallad med tomat <garbage> och <garbage> potatis frites och en <garbage> lite köt med ketsup och sås,okej ja så där är lite sallad med tomat och potatis frites och en lite köt med ketsup och sås,okej ja så där är lite sallad med tomat och potatis frites och en lite köt med ketsup och sås,20,16,0.8,3.17,2.95,1,3,test,eval,9999.0,9999.0,9999,0.4,0.26881720430107525,okej så det är lite sallad med tomat är och en öö otatifrit och en lite köt och så med ketsup och sås,0.97,-0.07,9999,9999,9999,9999,9999,9999,1,19,0,4,89,0
63,1,63,jag har sallad och pommes frites och <garbage> något,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_svd/recording.wav,False,5_6,5,17.461375,1,1,0,0,0,jag har sallad och pommes frites och <garbage> något,jag har sallad och pommes frites och något,jag har sallad och pommes frites och något,8,7,0.875,2.82,2.16,1,3,test,eval,9999.0,9999.0,9999,0.5,0.21428571428571427,jag sallad och kommes fritas och sanågott,0.0,-0.28,9999,9999,9999,9999,9999,9999,1,7,0,4,38,0
64,1,64,oj det är jätte fint <garbage> smakade jag har ketsup potatis och jag sallad och jag har jätte god <garbage> mm köt,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_tq9/recording.wav,False,5_6,5,26.377875,2,2,0,0,1,oj det är jätte fint <garbage> smakade jag har ketsup potatis och jag sallad och jag har jätte god <garbage> mm köt,oj det är jätte fint smakade jag har ketsup potatis och jag sallad och jag har jätte god köt,oj det är jätte fint smakade jag har ketsup potatis och jag sallad och jag har jätte god mm köt,19,14,0.7368421052631579,3.17,2.95,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.01,0.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
65,1,65,öö det ses ut ganska <garbage> nej det här <garbage> pommes fritis och sallad och någon köt,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_txc/recording.wav,False,5_6,5,26.9653125,2,2,0,0,1,öö det ses ut ganska <garbage> nej det här <garbage> pommes fritis och sallad och någon köt,det ses ut ganska nej det här pommes fritis och sallad och någon köt,öö det ses ut ganska nej det här pommes fritis och sallad och någon köt,14,12,0.8571428571428571,3.17,2.95,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.01,0.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
66,1,66,öö hej jag vill ha en stek och en sallad föö grönsaker och pota- öö potatisen <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_vk6/recording.wav,False,5_6,5,23.77725,1,0,1,0,2,öö hej jag vill ha en stek och en sallad föö grönsaker och pota öö potatisen <garbage>,hej jag vill ha en stek och en sallad föö grönsaker och potatisen,öö hej jag vill ha en stek och en sallad föö grönsaker och pota öö potatisen,13,11,0.8461538461538461,2.82,2.95,1,3,test,eval,9999.0,9999.0,9999,0.4375,0.18421052631578946,öö hej jag vill ha en stek och en sllad lag grönsoch potaa potatis,0.0,-0.28,9999,9999,9999,9999,9999,9999,1,15,0,4,72,0
67,1,67,den här mat är jätte trevlig,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_weg/recording.wav,False,5_6,5,10.9226875,0,0,0,0,0,den här mat är jätte trevlig,den här mat är jätte trevlig,den här mat är jätte trevlig,6,6,1.0,2.82,1.03,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,-0.28,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
68,1,68,jag tog potatis och sallad och köt,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_ym5/recording.wav,False,5_6,5,13.7461875,0,0,0,0,0,jag tog potatis och sallad och köt,jag tog potatis och sallad och köt,jag tog potatis och sallad och köt,7,6,0.8571428571428571,2.82,2.16,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,-0.28,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
69,1,69,ööm det det var öö det var ganska bra men det öö det var liten sallad och och och potatis mycket potatis och tomater och,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/jyvas_zsa/recording.wav,False,5_6,5,29.7215625,0,0,0,0,2,ööm det det var öö det var ganska bra men det öö det var liten sallad och och och potatis mycket potatis och tomater och,ööm det det var det var ganska bra men det det var liten sallad och och och potatis mycket potatis och tomater och,ööm det det var öö det var ganska bra men det öö det var liten sallad och och och potatis mycket potatis och tomater och,23,12,0.5217391304347826,3.17,2.95,1,3,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.01,0.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
70,1,70,jag har sallad potatis och ketsup,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/kauni_cgm/recording.wav,False,5_6,5,5.20125,0,0,0,0,0,jag har sallad potatis och ketsup,jag har sallad potatis och ketsup,jag har sallad potatis och ketsup,6,6,1.0,2.82,2.16,1,3,eval,train,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,-0.28,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
71,1,71,den här mm resdagens vädret är det är vit och det är kalt det är <garbage> några platser och och och himlen är vit,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/kauni_y8c/recording.wav,True,5_6,5,24.8918125,1,1,0,0,1,den här mm resdagens vädret är det är vit och det är kalt det är <garbage> några platser och och och himlen är vit,den här resdagens vädret är det är vit och det är kalt det är några platser och och och himlen är vit,den här mm resdagens vädret är det är vit och det är kalt det är några platser och och och himlen är vit,22,12,0.5454545454545454,9999.0,0.0,0,0,-,-,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
72,1,72,<garbage> öö vi har potatis och s- mm sallad och tomato här jag vet inte vad är <garbage>,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/olari_3h2/recording.wav,False,5_6,5,24.52025,2,0,1,0,2,<garbage> öö vi har potatis och s mm sallad och tomato här jag vet inte vad är <garbage>,vi har potatis och sallad och tomato här jag vet inte vad är,öö vi har potatis och s mm sallad och tomato här jag vet inte vad är,13,12,0.9230769230769232,2.82,1.67,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,-0.28,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
73,1,73,potatis och köt och sallad och ketsup och *tomatos*,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/olari_3k4/recording.wav,False,5_6,5,12.631625,0,0,0,1,0,potatis och köt och sallad och ketsup och tomatos,potatis och köt och sallad och ketsup och *tomatos*,potatis och köt och sallad och ketsup och tomatos,9,6,0.6666666666666666,2.82,1.67,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,-0.28,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
74,1,74,mm jag tycker om <garbage> mat ää inte men jag måste att äta,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/olari_5c3/recording.wav,False,5_6,5,23.4056875,1,1,0,0,2,mm jag tycker om <garbage> mat ää inte men jag måste att äta,jag tycker om mat inte men jag måste att äta,mm jag tycker om mat ää inte men jag måste att äta,10,9,0.9,2.82,1.03,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,0.0,-0.28,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
75,1,75,öm det är så bra ööm jag har sallad och potatis ämm jag tycker om sallad,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/olari_64b/recording.wav,False,5_6,5,18.9475,0,0,0,0,2,öm det är så bra ööm jag har sallad och potatis ämm jag tycker om sallad,det är så bra ööm jag har sallad och potatis jag tycker om sallad,öm det är så bra ööm jag har sallad och potatis ämm jag tycker om sallad,14,12,0.8571428571428571,3.17,1.67,1,3,eval,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.01,0.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
76,1,76,jag har sallad och potatis ket- ketsup och och köt med sås,/m/teamwork/t40511_asr/c/digitala/2020-2021_reorganized_recordings/pilot_test_1_mono_16k/collected_freeform/5/5_6/olari_6jf/recording.wav,False,5_6,5,24.14875,0,0,1,0,0,jag har sallad och potatis ket ketsup och och köt med sås,jag har sallad och potatis ketsup och och köt med sås,jag har sallad och potatis ket ketsup och och köt med sås,11,9,0.8181818181818182,3.17,2.16,1,3,train,eval,9999.0,9999.0,9999,9999.0,9999.0,9999,1.01,0.1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
